,name,solved,IK_total,IK_avg,plan_tries,wall_time
323,bookshelf_cage_0323,True,19,19.0,1,2.15241837099893
324,bookshelf_cage_0324,True,9,9.0,1,1.3993812300032005
325,bookshelf_cage_0325,True,5,5.0,1,0.8847606130002532
326,bookshelf_cage_0326,True,1,1.0,1,0.8234171340009198
327,bookshelf_cage_0327,True,6,6.0,1,1.9216962220089044
328,bookshelf_cage_0328,True,2,0.5,4,8.602887281012954
329,bookshelf_cage_0329,True,14,14.0,1,1.8525829070131294
330,bookshelf_cage_0330,True,41,41.0,1,2.8994794210011605
331,bookshelf_cage_0331,True,6,6.0,1,0.294337102008285
332,bookshelf_cage_0332,True,8,8.0,1,1.895583894016454
333,bookshelf_cage_0333,True,8,8.0,1,1.775192336004693
334,bookshelf_cage_0334,True,22,22.0,1,1.4103012309933547
335,bookshelf_cage_0335,True,13,13.0,1,1.359426615992561
336,bookshelf_cage_0336,True,32,32.0,1,4.038786245015217
337,bookshelf_cage_0337,True,6,6.0,1,0.8860227919940371
338,bookshelf_cage_0338,True,10,10.0,1,3.3623551049968228
339,bookshelf_cage_0339,True,4,4.0,1,0.7240284470026381
340,bookshelf_cage_0340,True,7,3.5,2,5.278378466988215
341,bookshelf_cage_0341,True,3,3.0,1,0.45063602400477976
342,bookshelf_cage_0342,True,2,2.0,1,0.3866067519993521
343,bookshelf_cage_0343,True,16,16.0,1,1.9096604159858543
344,bookshelf_cage_0344,True,5,5.0,1,0.2617811840027571
345,bookshelf_cage_0345,True,1,1.0,1,0.32601448299828917
346,bookshelf_cage_0346,True,1,1.0,1,0.3992254439799581
347,bookshelf_cage_0347,True,1,1.0,1,0.6014000739960466
348,bookshelf_cage_0348,True,1,1.0,1,0.4164221410173923
349,bookshelf_cage_0349,True,5,5.0,1,0.47821173298871145
350,bookshelf_cage_0350,True,12,12.0,1,1.2509378049871884
351,bookshelf_cage_0351,True,19,19.0,1,2.8886811129923444
352,bookshelf_cage_0352,True,1,1.0,1,0.20849717798409984
353,bookshelf_cage_0353,True,2,0.25,8,21.073997686005896
354,bookshelf_cage_0354,True,5,5.0,1,1.4035489549860358
355,bookshelf_cage_0355,True,5,5.0,1,0.28151278500445187
356,bookshelf_cage_0356,True,2,2.0,1,0.4048582590185106
357,bookshelf_cage_0357,True,2,2.0,1,0.3930904990120325
358,bookshelf_cage_0358,True,8,8.0,1,0.8063897000101861
359,bookshelf_cage_0359,True,5,5.0,1,1.0420371200016234
360,bookshelf_cage_0360,True,16,2.6666666666666665,6,13.687086374004139
361,bookshelf_cage_0361,True,5,5.0,1,0.27147637598682195
362,bookshelf_cage_0362,True,2,2.0,1,0.7084733560041059
363,bookshelf_cage_0363,True,4,4.0,1,1.6611640979826916
364,bookshelf_cage_0364,True,28,28.0,1,3.659980247000931
365,bookshelf_cage_0365,True,1,0.5,2,3.425900403992273
366,bookshelf_cage_0366,True,3,3.0,1,0.12139943600050174
367,bookshelf_cage_0367,True,8,8.0,1,0.7672386179910973
368,bookshelf_cage_0368,True,22,22.0,1,2.559279242006596
369,bookshelf_cage_0369,True,5,5.0,1,1.44333548299619
370,bookshelf_cage_0370,True,20,20.0,1,2.2236758040089626
371,bookshelf_cage_0371,True,2,2.0,1,0.6007201180036645
372,bookshelf_cage_0372,True,3,3.0,1,0.6546622330206446
373,bookshelf_cage_0373,True,13,13.0,1,1.2620630279998295
374,bookshelf_cage_0374,True,2,2.0,1,1.4493122299900278
375,bookshelf_cage_0375,True,13,13.0,1,0.9654116159945261
376,bookshelf_cage_0376,True,2,2.0,1,0.29268864399637096
377,bookshelf_cage_0377,True,1,0.5,2,2.493868057994405
378,bookshelf_cage_0378,True,3,1.5,2,4.000846545008244
379,bookshelf_cage_0379,True,7,7.0,1,0.6609516289900057
380,bookshelf_cage_0380,True,26,26.0,1,4.040826312993886
381,bookshelf_cage_0381,True,10,10.0,1,2.180657810997218
382,bookshelf_cage_0382,True,5,5.0,1,1.2319226159888785
383,bookshelf_cage_0383,True,3,1.5,2,3.0587884769774973
384,bookshelf_cage_0384,True,5,1.0,5,9.189352415996836
385,bookshelf_cage_0385,True,8,8.0,1,2.965687957010232
386,bookshelf_cage_0386,True,2,2.0,1,0.16805341700091958
387,bookshelf_cage_0387,True,5,5.0,1,0.5058878260024358
388,bookshelf_cage_0388,True,14,14.0,1,2.486003465979593
389,bookshelf_cage_0389,True,10,10.0,1,1.9566697910195217
390,bookshelf_cage_0390,True,2,2.0,1,0.3724633109814022
391,bookshelf_cage_0391,True,6,6.0,1,1.2507183990092017
392,bookshelf_cage_0392,True,8,8.0,1,0.686302871996304
393,bookshelf_cage_0393,True,4,4.0,1,0.2689371299929917
394,bookshelf_cage_0394,True,1,1.0,1,0.18781963697983883
395,bookshelf_cage_0395,True,11,11.0,1,1.645705306000309
396,bookshelf_cage_0396,True,9,9.0,1,1.1361716780229472
397,bookshelf_cage_0397,True,2,2.0,1,0.24680229200748727
398,bookshelf_cage_0398,True,2,2.0,1,0.37139400801970623
399,bookshelf_cage_0399,True,3,3.0,1,0.714871233998565
400,bookshelf_cage_0400,True,2,2.0,1,0.7950646599929314
401,bookshelf_cage_0401,True,2,2.0,1,0.263242815999547
402,bookshelf_cage_0402,True,4,4.0,1,0.24764594100997783
403,bookshelf_cage_0403,True,7,3.5,2,2.3873548390110955
404,bookshelf_cage_0404,True,2,2.0,1,0.1487936650228221
405,bookshelf_cage_0405,True,10,10.0,1,1.371361216995865
406,bookshelf_cage_0406,True,2,1.0,2,3.3924015299999155
